STR	SNP_POS	SNP_ID	Trait	PValue	LD
chr16:28863894	chr16:28828609	rs62036624	waist circumference	4e-08	0.9755639054263121
chr16:28863894	chr16:28829060	rs72793812	cognitive function measurement	8e-35	0.7823706237081847
chr16:28863894	chr16:28837347	rs12325113	physical activity measurement, body mass index	2e-15	0.7838187789801401
chr16:28863894	chr16:28837347	rs12325113	body mass index	4e-29	0.7838187789801401
chr16:28863894	chr16:28844406	rs4788099	body fat percentage	1e-08	0.9717889055134485
chr16:28863894	chr16:28848862	rs113079736	alcohol consumption measurement	3e-11	0.975096183167748
chr16:28863894	chr16:28851460	rs369515117	body fat distribution	2e-24	0.9695185571833068
chr16:28863894	chr16:28853721	rs62037363	inflammatory bowel disease	6e-22	0.9746320527615296
chr16:28863894	chr16:28853721	rs62037363	intelligence	7e-19	0.9746320527615296
chr16:28863894	chr16:28857374	rs62037364	brain volume measurement	7e-09	0.9618358536252314
chr16:28863894	chr16:28857374	rs62037364	grip strength measurement	2e-26	0.9618358536252314
chr16:28863894	chr16:28859641	rs12446589	forced expiratory volume	3e-08	0.7809102443575325
chr16:28863894	chr16:28859641	rs12446589	mathematical ability	2e-36	0.7809102443575325
chr16:28863894	chr16:28862077	rs4788102	physical activity measurement, body mass index	1e-16	0.9760416262487612
chr16:28863894	chr16:28863883	rs11864750	mathematical ability	7e-37	0.979327818252157
chr16:28863894	chr16:28869881	rs8055982	intelligence	1e-09	0.9779248610532487
chr16:28863894	chr16:28871920	rs7498665	obesity	3e-13	0.9759808924199251
chr16:28863894	chr16:28871920	rs7498665	body weight	1e-09	0.9759808924199251
chr16:28863894	chr16:28871920	rs7498665	body mass index	1e-66	0.9759808924199251
chr16:28863894	chr16:28871920	rs7498665	waist circumference	1e-22	0.9759808924199251
chr16:28863894	chr16:28871920	rs7498665	waist-hip ratio	1e-22	0.9759808924199251
chr16:28863894	chr16:28871920	rs7498665	visceral adipose tissue measurement	2e-26	0.9759808924199251
chr16:28863894	chr16:28874338	rs7359397	body mass index	2e-20	0.7866924812970391
chr16:28863894	chr16:28874338	rs7359397	schizophrenia, intelligence, self reported educational attainment	7e-11	0.7866924812970391
chr16:28863894	chr16:28878165	rs3888190	hip circumference	9e-22	0.9783877623618861
chr16:28863894	chr16:28878165	rs3888190	body mass index	2e-31	0.9783877623618861
chr16:28863894	chr16:28878165	rs3888190	smoking behavior, body mass index	2e-18	0.9783877623618861
chr16:28863894	chr16:28878165	rs3888190	bipolar disorder, body mass index	1e-24	0.9783877623618861
chr16:28863894	chr16:28882250	rs7498555	mean corpuscular hemoglobin	2e-15	0.7862259131983331
chr16:28863894	chr16:28883809	rs8061590	body mass index	3e-66	0.9444454821511479
chr16:28863894	chr16:28886131	rs8056890	waist circumference	9e-40	0.9355069697566918
chr16:28863894	chr16:28886131	rs8056890	hip circumference	2e-41	0.9355069697566918
chr16:28863894	chr16:28894763	rs9931989	waist-hip ratio	5e-22	0.9262801293755144
chr16:28863894	chr16:28894763	rs9931989	BMI-adjusted waist circumference	2e-15	0.9262801293755144
chr16:28863894	chr16:28902466	rs7189927	lifestyle measurement	3e-11	0.9162200054022898
chr16:28863894	chr16:28903896	rs8046545	type II diabetes mellitus	2e-08	0.7419749820095716
chr16:28863894	chr16:28904206	rs10499	Cannabis use	1e-09	0.7376853977689727
chr16:28863894	chr16:28906323	rs7188071	glomerular filtration rate	6e-11	0.9244278214863804
chr16:28863894	chr16:28906323	rs7188071	high density lipoprotein cholesterol measurement	3e-08	0.9244278214863804
chr16:28863894	chr16:28910488	rs7184597	obesity	7e-09	0.7181785905146819
chr16:30086869	chr16:29967506	rs4788203	insomnia measurement	6e-09	0.7109334539284251
chr16:30086869	chr16:29989580	rs3814881	schizophrenia	8e-13	0.7532411638815442
chr16:30086869	chr16:30015427	rs12935701	lean body mass	6e-19	0.7978321593061226
chr16:30086869	chr16:30018874	rs11642612	body mass index	2e-36	0.7887007499610891
chr16:30086869	chr16:30034468	rs11642430	type II diabetes mellitus	2e-09	0.8129618905322267
chr16:30086869	chr16:30057033	rs9939774	Agents acting on the renin-angiotensin system use measurement	9e-09	0.9684119275796672
chr16:30086869	chr16:30082458	rs2278557	mean corpuscular volume	2e-08	0.9716672700249033
chr16:30086869	chr16:30082458	rs2278557	Diuretic use measurement	4e-13	0.9716672700249033
chr16:31025107	chr16:31004556	rs55908605	eosinophil count	7e-09	0.9235312970052465
chr16:31066702	chr16:31004556	rs55908605	eosinophil count	7e-09	0.9163098964946071
chr16:31258693	chr16:31332448	rs4597342	serum metabolite measurement	6e-11	0.7102514883885281
chr16:35604138	chr16:35734888	rs17841547	HIV-1 infection, viral load	8e-16	0.8557657680368088
chr16:49765545	chr16:49755426	rs7197830	mathematical ability	2e-09	0.8730651043915114
chr16:49765545	chr16:49775652	rs7403957	mathematical ability	9e-11	0.8037082656099934
chr16:50167667	chr16:50237895	rs7205514	birth weight	1e-08	0.814109872523047
chr16:50341178	chr16:50316299	rs1872691	Thyroid preparation use measurement	5e-10	0.8422103256410756
chr16:51708361	chr16:51699494	rs2219647	urate measurement	5e-09	0.78246087180442
chr16:51708361	chr16:51701835	rs9932625	glomerular filtration rate	1e-23	0.7832342142981752
chr16:52226721	chr16:52258027	rs1362376	age at menarche	2e-16	0.7583133581523498
chr16:52226721	chr16:52269195	rs34214423	insomnia measurement	3e-09	0.7522948104862844
chr16:52226721	chr16:52277667	rs35717469	insomnia measurement	2e-08	0.7064469654738288
chr16:53313705	chr16:53144338	rs7186520	body height	1e-08	0.9794175221235505
chr16:53313705	chr16:53147335	rs11859517	fibrinogen measurement	9e-14	0.8648962004974281
chr16:53313705	chr16:53155760	rs7203398	glomerular filtration rate	6e-17	0.8179269218964322
chr16:53313705	chr16:53158419	rs7204230	fibrinogen measurement	1e-10	0.9840709855967948
chr16:53313705	chr16:53282942	rs12598049	fibrinogen measurement	3e-11	0.8615564425966522
chr16:53313705	chr16:53308542	rs6499550	fibrinogen measurement	8e-11	0.9703682283162877
chr16:53313705	chr16:53336109	rs62049817	granulocyte percentage of myeloid white cells	2e-09	0.8518416320088134
chr16:53313705	chr16:53341314	rs12598179	apolipoprotein A 1 measurement	1e-08	0.7643523758571071
chr16:53253227	chr16:53147335	rs11859517	fibrinogen measurement	9e-14	0.7370575493736131
chr16:53253227	chr16:53155760	rs7203398	glomerular filtration rate	6e-17	0.7032278985845014
chr16:53253227	chr16:53282942	rs12598049	fibrinogen measurement	3e-11	0.7354282911849594
chr16:53253227	chr16:53336109	rs62049817	granulocyte percentage of myeloid white cells	2e-09	0.7316501748230355
chr16:53636942	chr16:53603976	rs16952362	body mass index	7e-17	0.7276256523390985
chr16:53636942	chr16:53678223	rs1477199	bipolar disorder, body mass index	6e-09	0.7384733308609139
chr16:53773081	chr16:53780558	rs62033401	body mass index	2e-17	0.8814581585034585
chr16:55348131	chr16:55307223	rs6499755	hypospadias	1e-08	0.81038977834295
chr16:56856915	chr16:56815202	rs77780456	high density lipoprotein cholesterol measurement	6e-39	0.711197195295116
chr16:56901055	chr16:56895108	rs12446275	high density lipoprotein cholesterol measurement	3e-31	0.9762102796111549
chr16:57245497	chr16:57254284	rs80305714	mean corpuscular hemoglobin concentration	8e-09	0.7749549121275803
chr16:60587413	chr16:60593587	rs8063159	chronotype measurement	7e-17	0.8591176593518712
chr16:60587413	chr16:60594532	rs8044054	chronotype measurement	7e-17	0.8591176593518708
chr16:61634586	chr16:61617502	rs1319994	risk-taking behaviour	7e-15	0.7001740021594883
chr16:64326282	chr16:64337259	rs8058130	schizophrenia	5e-08	0.9592486990631568
chr16:64326282	chr16:64339990	rs2010476	schizophrenia	2e-09	0.943554158163125
chr16:64931343	chr16:64981006	rs40115	cortical surface area measurement	3e-08	0.8692825520806406
chr16:64931343	chr16:64991815	rs35195	intraocular pressure measurement	7e-15	0.8563337644345117
chr16:64931343	chr16:65029359	rs4967882	intraocular pressure measurement	2e-09	0.8404826581213638
chr16:64931343	chr16:65039896	rs74984957	intraocular pressure measurement	6e-13	0.837830994883623
chr16:64931343	chr16:65046836	rs1874458	intraocular pressure measurement	3e-15	0.8385715755506687
chr16:66599485	chr16:66609273	rs355938	erythrocyte count	1e-10	0.8001984711271667
chr16:66831657	chr16:66763951	rs8061964	self reported educational attainment	5e-08	0.9324339482889287
chr16:66865877	chr16:66763951	rs8061964	self reported educational attainment	5e-08	0.7680377497456181
chr16:67298911	chr16:67236095	rs147330708	BMI-adjusted waist-hip ratio	1e-10	0.9722992755326658
chr16:67298911	chr16:67236095	rs147330708	BMI-adjusted waist circumference	6e-24	0.9722992755326658
chr16:67366116	chr16:67276640	rs114934911	heel bone mineral density	2e-40	0.7802364489668677
chr16:67366116	chr16:67288215	rs17680862	heel bone mineral density	8e-40	0.7240096203854592
chr16:67795861	chr16:67647053	rs60990105	sleep duration, high density lipoprotein cholesterol measurement	2e-30	0.738435651912461
chr16:67795861	chr16:67777687	rs73591976	high density lipoprotein cholesterol measurement	1e-45	0.8934467100410131
chr16:67795861	chr16:67795861	rs147766666	hematocrit	4e-11	0.9784755414011632
chr16:67795861	chr16:67795861	rs147766666	hemoglobin measurement	2e-11	0.9784755414011632
chr16:67795861	chr16:67863584	rs1124324	high density lipoprotein cholesterol measurement	3e-47	0.8250040574885036
chr16:67795861	chr16:67874810	rs56374641	HDL cholesterol change measurement, physical activity	2e-54	0.8224173127561306
chr16:67795861	chr16:67886146	rs73594554	hemoglobin measurement	1e-21	0.8175986178312842
chr16:67795861	chr16:67891532	rs73594556	high density lipoprotein cholesterol measurement	8e-49	0.8186751778019764
chr16:67795861	chr16:67894139	rs16942887	high density lipoprotein cholesterol measurement	8e-54	0.8172859179853351
chr16:67795861	chr16:67906447	rs55781197	apolipoprotein A 1 measurement	3e-75	0.8123412937779358
chr16:67795861	chr16:67906447	rs55781197	high density lipoprotein cholesterol measurement	3e-88	0.8123412937779358
chr16:67795861	chr16:67908417	rs56070533	high density lipoprotein cholesterol measurement	9e-95	0.8167499106949847
chr16:67795861	chr16:67920495	rs112434994	sleep duration, high density lipoprotein cholesterol measurement	1e-31	0.8167499106949847
chr16:68120732	chr16:68133068	rs56230350	urate measurement	3e-08	0.8905017675873853
chr16:68120732	chr16:68155437	rs8044995	schizophrenia	2e-08	0.8082989206402191
chr16:68120732	chr16:68252524	rs17688076	C-reactive protein measurement, high density lipoprotein cholesterol measurement	2e-23	0.846287136079298
chr16:68120732	chr16:68253641	rs12600062	atopic asthma	4e-08	0.8415648296363566
chr16:68211511	chr16:68133068	rs56230350	urate measurement	3e-08	0.8268876262870535
chr16:68211511	chr16:68252524	rs17688076	C-reactive protein measurement, high density lipoprotein cholesterol measurement	2e-23	0.8616619743838029
chr16:68211511	chr16:68253641	rs12600062	atopic asthma	4e-08	0.8633682541418877
chr16:68168472	chr16:68155437	rs8044995	schizophrenia	2e-08	0.7018260638667224
chr16:68344934	chr16:68289212	rs7185391	glomerular filtration rate	2e-14	0.706952884530999
chr16:68344934	chr16:68292297	rs6499165	metabolite measurement	1e-18	0.7280681136004851
chr16:68344934	chr16:68292297	rs6499165	serum metabolite measurement	6e-11	0.7280681136004851
chr16:68344934	chr16:68297987	rs2863979	blood metabolite measurement	1e-17	0.7295731133819988
chr16:68344934	chr16:68329278	rs1111571	creatinine measurement, glomerular filtration rate	6e-09	0.9222708137618079
chr16:68344934	chr16:68348075	rs2307022	body mass index	8e-15	0.7915109068991011
chr16:68344934	chr16:68348075	rs2307022	appendicular lean mass	7e-11	0.7915109068991011
chr16:68344934	chr16:68348075	rs2307022	BMI-adjusted waist circumference	2e-09	0.7915109068991011
chr16:68329877	chr16:68301489	rs11350	hemoglobin measurement	1e-10	0.8574582041698038
chr16:68556308	chr16:68526282	rs698718	non-alcoholic fatty liver disease, Hepatic fibrosis	3e-11	0.9793800711567774
chr16:68556308	chr16:68557327	rs1728785	ulcerative colitis	3e-08	0.8754160156829622
chr16:68556308	chr16:68569895	rs1170426	systemic lupus erythematosus	2e-08	0.9823300638935215
chr16:68556308	chr16:68574608	rs1170439	eosinophil count	3e-25	0.9374627581485759
chr16:68559562	chr16:68526282	rs698718	non-alcoholic fatty liver disease, Hepatic fibrosis	3e-11	0.9703543588620005
chr16:68559562	chr16:68535537	rs1749792	systemic lupus erythematosus	4e-11	0.9649654865515541
chr16:68559562	chr16:68557327	rs1728785	ulcerative colitis	3e-08	0.8498778674500095
chr16:68559562	chr16:68569895	rs1170426	systemic lupus erythematosus	2e-08	0.9748039456216315
chr16:68559562	chr16:68574608	rs1170439	eosinophil count	3e-25	0.9288096006519071
chr16:69529534	chr16:69522812	rs889398	body mass index	3e-32	0.7579278996653055
chr16:69529534	chr16:69522812	rs889398	waist-hip ratio	2e-23	0.7579278996653055
chr16:69529534	chr16:69522812	rs889398	smoking behaviour measurement	6e-11	0.7579278996653055
chr16:69529534	chr16:69532406	rs12933292	C-reactive protein measurement	8e-16	0.8056183530576995
chr16:69529534	chr16:69532406	rs12933292	smoking initiation	6e-12	0.8056183530576995
chr16:69741220	chr16:69533878	rs11646575	smoking initiation	3e-10	0.774585851433256
chr16:69741220	chr16:69542991	rs9302604	smoking status measurement	3e-19	0.7558096350448209
chr16:69741220	chr16:69723778	rs1837016	risk-taking behaviour	7e-11	0.8310112422869769
chr16:69741220	chr16:69730509	rs1469908	smoking behavior	6e-12	0.9746169267335291
chr16:69621963	chr16:69588201	rs11641050	glomerular filtration rate	3e-08	0.8341515008530397
chr16:69621963	chr16:69593344	rs11648249	blood urea nitrogen measurement	6e-11	0.7631754424234891
chr16:69621963	chr16:69593344	rs11648249	blood protein measurement	7e-21	0.7631754424234891
chr16:69621963	chr16:69602013	rs11643240	heel bone mineral density	2e-13	0.9804081566312065
chr16:69621963	chr16:69684209	rs77944668	blood protein measurement	2e-154	0.824342837946088
chr16:69621963	chr16:69684209	rs77944668	glomerular filtration rate	1e-08	0.824342837946088
chr16:69621963	chr16:69711242	rs1800566	alcohol consumption measurement	2e-08	0.7318540833334645
chr16:69673021	chr16:69588201	rs11641050	glomerular filtration rate	3e-08	0.8339265397985939
chr16:69673021	chr16:69593344	rs11648249	blood urea nitrogen measurement	6e-11	0.7620171091425968
chr16:69673021	chr16:69593344	rs11648249	blood protein measurement	7e-21	0.7620171091425968
chr16:69673021	chr16:69602013	rs11643240	heel bone mineral density	2e-13	0.9808930922548798
chr16:69673021	chr16:69684209	rs77944668	blood protein measurement	2e-154	0.8398555187484665
chr16:69673021	chr16:69684209	rs77944668	glomerular filtration rate	1e-08	0.8398555187484665
chr16:69673021	chr16:69711242	rs1800566	alcohol consumption measurement	2e-08	0.744258625922016
chr16:69783781	chr16:69796425	rs6499255	body height	6e-20	0.7924307276923036
chr16:72642913	chr16:72595157	rs114900182	risk-taking behaviour	6e-09	0.8678121423956008
chr16:72642913	chr16:72595157	rs114900182	smoking status measurement	3e-10	0.8678121423956008
chr16:74165729	chr16:74196093	rs200279	FEV/FEC ratio	5e-09	0.7617363163783769
chr16:74646904	chr16:74636560	rs4888262	testicular carcinoma	5e-12	0.966897619892077
chr16:74646904	chr16:74636560	rs4888262	Testicular Germ Cell Tumor	7e-12	0.966897619892077
chr16:75379345	chr16:75278125	rs11641308	birth weight, parental genotype effect measurement	1e-09	0.7767140901376092
chr16:75379345	chr16:75279587	rs4888372	hypertension	5e-09	0.8579859285239771
chr16:75379345	chr16:75280940	rs10781976	systolic blood pressure	2e-29	0.8905411725678111
chr16:75379345	chr16:75292035	rs1011121	Headache	1e-08	0.9025453832618494
chr16:75379345	chr16:75298143	rs4888378	coronary artery disease	6e-15	0.9076888656581567
chr16:75379345	chr16:75306333	rs4888379	chronic obstructive pulmonary disease	6e-21	0.8646845113679855
chr16:75379345	chr16:75353635	rs3851738	coronary artery disease	2e-08	0.9490752673530952
chr16:75379345	chr16:75356418	rs2865531	pulmonary function measurement, FEV/FEC ratio	2e-11	0.9603592134396112
chr16:75379345	chr16:75356418	rs2865531	pulmonary function measurement, smoking behaviour measurement, FEV/FEC ratio	2e-08	0.9603592134396112
chr16:75379345	chr16:75359454	rs17696696	aortic root size	3e-10	0.9612708819772223
chr16:75379345	chr16:75377547	rs11858992	forced expiratory volume	5e-21	0.9699897807323128
chr16:75379345	chr16:75377547	rs11858992	FEV/FEC ratio	5e-55	0.9699897807323128
chr16:75379345	chr16:75377547	rs11858992	peak expiratory flow	3e-32	0.9699897807323128
chr16:75379345	chr16:75381443	rs1549306	blood pressure, chronic obstructive pulmonary disease	3e-11	0.9564399353115198
chr16:75379345	chr16:75408245	rs8046696	migraine disorder	3e-10	0.9541233222602786
chr16:75379345	chr16:75408245	rs8046696	coronary artery disease	2e-16	0.9541233222602786
chr16:75379345	chr16:75408246	rs8046697	chronic obstructive pulmonary disease, coronary artery disease	4e-08	0.9541233222602786
